No.,Time,Source,Destination,Protocol,Length,Info
723,18.126112,52.115.97.218,192.168.1.106,UDP,152,3479  >  50013 Len=110
724,18.136028,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
725,18.145623,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
726,18.160338,52.115.97.218,192.168.1.106,UDP,138,3479  >  50013 Len=96
727,18.182483,52.115.97.218,192.168.1.106,UDP,163,3479  >  50013 Len=121
728,18.182953,52.115.97.218,192.168.1.106,UDP,133,3479  >  50013 Len=91
729,18.190489,192.168.1.106,52.115.97.218,UDP,158,50021  >  3480 Len=116
730,18.201694,52.115.97.218,192.168.1.106,UDP,142,3479  >  50013 Len=100
731,18.231116,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
732,18.24495,52.115.97.218,192.168.1.106,UDP,134,3479  >  50013 Len=92
733,18.261853,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
734,18.285056,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50021
735,18.287729,52.115.97.218,192.168.1.106,UDP,136,3479  >  50013 Len=94
736,18.304039,52.115.97.218,192.168.1.106,UDP,135,3479  >  50013 Len=93
737,18.310522,52.114.14.159,192.168.1.106,TLSv1.2,388,Application Data
738,18.320844,192.168.1.106,52.114.14.159,TLSv1.2,1117,Application Data
739,18.322418,52.115.97.218,192.168.1.106,UDP,130,3479  >  50013 Len=88
740,18.344314,52.115.97.218,192.168.1.106,UDP,144,3479  >  50013 Len=102
741,18.366518,52.115.97.218,192.168.1.106,UDP,169,3479  >  50013 Len=127
742,18.382023,52.115.97.218,192.168.1.106,UDP,156,3479  >  50013 Len=114
743,18.401668,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
744,18.42478,52.115.97.218,192.168.1.106,UDP,142,3479  >  50013 Len=100
745,18.432778,52.114.14.159,192.168.1.106,TCP,54,443  >  50551 [ACK] Seq=335 Ack=1064 Win=2053 Len=0
746,18.441816,52.115.97.218,192.168.1.106,UDP,157,3479  >  50013 Len=115
747,18.461909,52.115.97.218,192.168.1.106,UDP,142,3479  >  50013 Len=100
748,18.483795,52.115.97.218,192.168.1.106,UDP,145,3479  >  50013 Len=103
749,18.504039,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
750,18.532363,52.115.97.218,192.168.1.106,UDP,144,3479  >  50013 Len=102
751,18.549782,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
752,18.568715,52.115.97.218,192.168.1.106,UDP,140,3479  >  50013 Len=98
753,18.582759,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
754,18.588317,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
755,18.606124,52.115.97.218,192.168.1.106,UDP,140,3479  >  50013 Len=98
756,18.623729,52.115.97.218,192.168.1.106,UDP,152,3479  >  50013 Len=110
757,18.643322,52.115.97.218,192.168.1.106,UDP,168,3479  >  50013 Len=126
758,18.664286,52.115.97.218,192.168.1.106,UDP,165,3479  >  50013 Len=123
759,18.682727,52.115.97.218,192.168.1.106,UDP,159,3479  >  50013 Len=117
760,18.709203,52.115.97.218,192.168.1.106,UDP,160,3479  >  50013 Len=118
761,18.724957,52.115.97.218,192.168.1.106,UDP,170,3479  >  50013 Len=128
